model,scenario,region,variable,unit,year,value
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2060,1.666514329926367
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2065,1.62539723554046
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2070,1.607346650224418
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2075,1.560323253000151
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2080,1.5356460891277992
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2085,1.512423283349469
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2090,1.491321931287612
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2095,1.490234902445573
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2100,1.466155471608753
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2020,1.2275694375986381
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2025,1.375724626696553
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2030,1.473971928258961
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2035,1.5960279432328681
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2040,1.700819892124733
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2045,1.76434852166719
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2050,1.836271652895588
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2055,1.865564952285881
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2060,1.903431859492312
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2065,1.918640520644463
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2070,1.9534510020241762
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2075,1.9534681388862531
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2080,1.971864388564745
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2085,1.9886325791750452
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2090,2.002145597945778
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2095,2.022020715027074
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2100,2.028516623007717
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2020,1.227469664772646
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2025,1.37690011398609
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2030,1.500596094972817
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2035,1.597983136350083
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2040,1.653019967905734
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2045,1.6697750945199812
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2050,1.689754086136484
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2055,1.6679689236158741
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2060,1.655377147462585
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2065,1.6163482637383182
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2070,1.5991106867185092
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2075,1.553758466814561
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2080,1.529926938990526
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2085,1.504348794036535
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2090,1.48356824044632
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2095,1.4797333016316552
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,K,2100,1.454508907386686
