model,scenario,region,variable,unit,year,value
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2025,23.28186044073566
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2030,23.27705035642764
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2035,23.31220235560375
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2040,23.39144477859998
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2045,23.52964512661944
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2050,23.71263250865933
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2055,23.94119902155565
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2060,24.20088770610009
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2070,24.88475871408067
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2080,25.78333310729216
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2090,26.82045319291004
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2100,28.000025424
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2020,4.836915896623897
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2025,4.800276952842643
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2030,4.94958906979946
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2035,5.325549237184421
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2040,5.8929338828138285
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2045,6.660949226316121
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2050,7.634526802579361
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2055,8.80427219434742
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2060,10.15306502535519
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2070,13.46123555434712
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2080,17.53266348653236
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2090,22.38006902610555
REMIND-MAgPIE 3.3-4.8,Current Policies,Asia (R5),Price|Carbon,US$2010/t CO2,2100,28.000025424
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2020,2.800002576
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2025,2.898440160000001
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2030,3.193752911999999
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2035,3.685940832
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2040,4.375004032
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2045,5.260942288000001
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2050,6.343755712
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2055,7.623444416000001
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2060,9.100008288
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2070,12.643761536
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2080,16.975015456
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2090,22.093770048
REMIND-MAgPIE 3.3-4.8,Current Policies,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2100,28.000025424
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2020,11.200010192
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2025,11.265635248
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2030,11.462510416
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2035,11.790635696
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2040,12.250011088
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2045,12.840636704
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2050,13.56251232
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2055,14.41563816
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2060,15.400014
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2070,17.762516128
REMIND-MAgPIE 3.3-4.8,Current Policies,Latin America (R5),Price|Carbon,US$2010/t CO2,2080,20.650018816
