model,scenario,region,variable,unit,year,value
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2070,9506.39902060814
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2080,8787.146765600053
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2090,8958.80390170151
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2100,9020.177785408265
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2020,25358.15315250704
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2025,25043.03705553026
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2030,25771.92616609125
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2035,26126.72681852604
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2040,26094.1848864095
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2045,25610.69430989876
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2050,23759.79232773986
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2055,23194.4703800052
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2060,23336.93663993573
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2070,21102.4549176769
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2080,20048.36659938751
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2090,19089.53067336526
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2100,18668.01245231199
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2020,3693.11081415946
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2025,2823.02200047901
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2030,2582.83071245196
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2035,2504.73658415154
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2040,2456.79126394009
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2045,2552.67791239842
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,Reforming Economies (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2050,2600.06770725136
