model,scenario,region,variable,unit,year,value
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2045,2.185303218385227
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2050,2.28760674648434
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2055,2.330537737493034
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2060,2.371899015736234
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2065,2.375975411922767
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2070,2.401754309995327
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2075,2.394594154405949
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2080,2.407491750761491
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2085,2.407913800821914
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2090,2.409187636148979
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2095,2.422156443498784
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Delayed transition,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2100,2.42309470107557
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2020,1.392789894313361
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2025,1.589304917746501
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2030,1.7356012024032181
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2035,1.9107040585339172
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2040,2.077792606981596
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2045,2.206906602499707
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2050,2.350215672964729
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2055,2.434268600616816
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2060,2.5187863207081698
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2065,2.553750355792918
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2070,2.624996649928142
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2075,2.6450888154881023
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2080,2.6930494566930383
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2085,2.733687671279366
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2090,2.778741951081947
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2095,2.843667459554692
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Fragmented World,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2100,2.8844018891691903
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2020,1.392848424461659
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2025,1.592067315757659
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2030,1.7755487408305162
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2035,1.93391715828036
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2040,2.040866414134887
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2045,2.091861821273567
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2050,2.141882450429164
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2055,2.149047981343468
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2060,2.159101767904502
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2065,2.1248269938206192
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2070,2.115579644832654
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2075,2.082632562939809
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2080,2.074721175918792
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2085,2.068031720065352
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2090,2.047216196881804
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2095,2.058876296549839
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Low demand,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2100,2.046466408637249
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2020,1.392874052411945
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2025,1.590181087297887
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2030,1.741299644395316
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2035,1.908371244028844
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2040,2.059932560882793
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2045,2.166673897615209
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2050,2.280612919409408
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2055,2.348204079702586
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2060,2.421568230822786
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2065,2.458200293653563
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2070,2.527986353205208
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2075,2.552397898531371
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2080,2.603888711388093
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2085,2.643876342897653
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2090,2.686234191732559
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2095,2.743962953026336
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Nationally Determined Contributions (NDCs),World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2100,2.777016132892136
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2020,1.392793897585665
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2025,1.5916338942166561
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2030,1.7814662946935131
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2035,1.927677164796079
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2040,2.032546132044432
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2045,2.081984165492807
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2050,2.132548273433879
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2055,2.136204305745119
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2060,2.141953280075333
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2065,2.115609603730659
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2070,2.10750671031348
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2075,2.07701001902009
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2080,2.063710418678185
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2085,2.06059610951558
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2090,2.036474960274833
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2095,2.042888391329769
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,World,AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,K,2100,2.023844984772779
