scenario,region,index,2025,2030,2035,2040,2045
Below 2?C,GBR,Industrials,0.6971267500952827,1.8350679625628954,1.913224909399968,2.0192610508197943,2.1509984911082576
Below 2?C,GBR,Oil & Gas,0.909723518723672,2.5969340478153273,2.6900152711279404,2.829458063257344,3.0184218174999073
Below 2?C,GBR,Technology,0.045995362064184905,0.07695064147019125,0.08407508456684866,0.09084042366499859,0.09593824317791254
Below 2?C,GBR,Telecommunications,0.0858356114924036,0.14360372587369535,0.1568992170341096,0.16952455559830676,0.17903800294454694
Below 2?C,GBR,UK Real Estate,-0.26482673408288593,-0.44260154441096644,-0.48421079284370244,-0.5227587541602517,-0.5525062625332041
Below 2?C,GBR,Utilities,2.855508799473731,8.427756002566738,8.717950802521324,9.14786633141581,9.76336379087912
Below 2?C,GBR,FTSE,-0.8705945679574022,-2.3504779220602194,-2.446735543582789,-2.578466568088898,-2.748350128014967
Below 2?C,CHE,Basic Materials,1.0182368851343957,1.769860993970639,1.92650909606987,2.072008656237314,2.192281117617721
Below 2?C,CHE,Consumer Goods,0.9162416577774231,1.5806918688605163,1.722219618154838,1.8537478707279362,1.9614919837854967
Below 2?C,CHE,Consumer Services,0.20155543588826771,0.3464883971021648,0.3776492200829324,0.40669929207370753,0.4303531953899821
Below 2?C,CHE,Financials,-0.18123251120708775,-0.2756336752261169,-0.30517408176371663,-0.3319718296228011,-0.35080099379598223
Below 2?C,CHE,Government,0.2608452828585189,0.4523553804099674,0.4926896949579206,0.5313170593516919,0.5628578068261719
Below 2?C,CHE,Health Care,1.5675769492871356,2.713717966982099,2.955350632230809,3.1795336920604753,3.3638879700593995
Below 2?C,CHE,Industrials,1.1277157149867771,2.127815353216878,2.2925706262447823,2.45666535342497,2.6035669199448894
Below 2?C,CHE,Oil & Gas,0.708348162954889,1.230451795657877,1.339674702557091,1.4413440603603316,1.5254753283643916
Below 2?C,CHE,Technology,0.059590073888443944,0.09457031519417952,0.10391857490153515,0.11285321549629687,0.1191294896122726
Below 2?C,CHE,Telecommunications,0.11120578687812838,0.17648520349495367,0.19393073609563038,0.21060438110022955,0.22231703651724627
Below 2?C,CHE,UK Real Estate,-1.0243963740103714,-1.550289561774023,-1.718655828469142,-1.8687321960326981,-1.973164959296271
Below 2?C,CHE,Utilities,2.2377759080359727,3.9362107549287013,4.292636544591967,4.639480293176184,4.939974257979136
Below 2?C,CHE,FTSE,-0.9091813708740669,-1.6089747506084144,-1.7482518713829478,-1.8813555051677273,-1.9938066645889114
Below 2?C,RUS,Basic Materials,1.3215601594063744,7.305762986677086,7.10014667979751,7.327198871988175,8.16963745680705
Below 2?C,RUS,Consumer Goods,1.1635139698703036,6.471955204943313,6.287698042414414,6.48773979964191,7.235096573063676
Below 2?C,RUS,Consumer Services,0.26176822541206785,1.442372688866441,1.4019598606828156,1.4468841314959842,1.6132742192705527
Below 2?C,RUS,Financials,-0.12111766848537202,-0.390324720475469,-0.39287937668391426,-0.41193979066497166,-0.45357185841592534
Below 2?C,RUS,Government,0.257951617453478,1.4774163160941645,1.4325289427971906,1.4767838940047333,1.6503594525617364
Below 2?C,RUS,Health Care,2.108712055491733,11.80114466266278,11.46190642538326,11.825056179637697,13.18767097815417
Below 2?C,RUS,Industrials,0.9310965715156703,5.143573412161904,4.998803710798546,5.158879921232712,5.751702407493957
Below 2?C,RUS,Oil & Gas,0.8919849510842586,5.022401360628191,4.876421926370922,5.030152001207497,5.611044327150718
